Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])
+2.718839e-03 +8.418541e-01 +9.675027e+02 +2.971923e+02     Pix  7 69
+2.803799e-03 +8.585023e-01 +9.463900e+02 +3.003571e+02     Pix  7 70
+2.696792e-03 +8.310084e-01 +9.705178e+02 +2.690048e+02     Pix  7 71
+2.585424e-03 +7.985240e-01 +1.011115e+03 +2.632162e+02     Pix  7 72
+2.662120e-03 +8.033330e-01 +9.819453e+02 +2.689573e+02     Pix  7 73
+2.609023e-03 +8.268068e-01 +9.735968e+02 +2.668949e+02     Pix  7 74
+2.606053e-03 +7.998674e-01 +9.930055e+02 +2.873140e+02     Pix  7 75
+2.598520e-03 +8.039228e-01 +9.903630e+02 +2.698760e+02     Pix  7 76
+2.525075e-03 +7.465319e-01 +1.034987e+03 +2.126313e+02     Pix  7 77
+2.600928e-03 +7.697346e-01 +1.004272e+03 +2.729439e+02     Pix  7 78
+2.562785e-03 +8.002727e-01 +9.932896e+02 +2.823758e+02     Pix  7 79
+3.355229e-03 +9.895922e-01 +8.702344e+02 +4.408755e+02     Pix  8  0
+3.264595e-03 +9.149325e-01 +8.955345e+02 +3.943266e+02     Pix  8  1
+3.085127e-03 +8.667294e-01 +9.246902e+02 +3.524485e+02     Pix  8  2
+3.106781e-03 +8.908125e-01 +9.214099e+02 +3.843106e+02     Pix  8  3
+3.158177e-03 +8.525604e-01 +9.186928e+02 +3.789540e+02     Pix  8  4
+3.047478e-03 +8.412311e-01 +9.431977e+02 +3.314388e+02     Pix  8  5
+3.156715e-03 +9.146334e-01 +9.147118e+02 +3.925472e+02     Pix  8  6
+3.037665e-03 +8.404569e-01 +9.420356e+02 +3.461911e+02     Pix  8  7
+3.054556e-03 +8.596510e-01 +9.455899e+02 +3.302023e+02     Pix  8  8
+3.073543e-03 +8.494138e-01 +9.403565e+02 +3.664375e+02     Pix  8  9
+3.086776e-03 +8.479410e-01 +9.481249e+02 +3.264960e+02     Pix  8 10
+3.125436e-03 +8.544554e-01 +9.265564e+02 +3.320984e+02     Pix  8 11
+3.083804e-03 +8.549987e-01 +9.393694e+02 +3.687181e+02     Pix  8 12
+3.482892e-03 +1.055826e+00 +8.482131e+02 +4.246931e+02     Pix  8 13
+3.246127e-03 +9.641179e-01 +8.894967e+02 +3.667438e+02     Pix  8 14
+3.115337e-03 +8.593369e-01 +9.263403e+02 +3.724147e+02     Pix  8 15
+2.962919e-03 +7.951692e-01 +9.810306e+02 +2.991152e+02     Pix  8 16
+3.211497e-03 +9.592598e-01 +8.828649e+02 +3.664364e+02     Pix  8 17
+3.105087e-03 +8.795131e-01 +9.345574e+02 +3.708441e+02     Pix  8 18
+3.044291e-03 +8.469941e-01 +9.455898e+02 +3.293795e+02     Pix  8 19
+3.199191e-03 +9.132531e-01 +8.947540e+02 +3.542139e+02     Pix  8 20
+3.073573e-03 +8.399157e-01 +9.424045e+02 +3.570824e+02     Pix  8 21
+2.972380e-03 +8.241617e-01 +9.595969e+02 +3.143159e+02     Pix  8 22
+3.145840e-03 +8.742190e-01 +9.131900e+02 +3.516083e+02     Pix  8 23
+3.034453e-03 +8.775332e-01 +9.468445e+02 +3.500671e+02     Pix  8 24
+3.062952e-03 +8.464440e-01 +9.322889e+02 +3.430514e+02     Pix  8 25
+3.012719e-03 +8.367481e-01 +9.419684e+02 +3.037827e+02     Pix  8 26
+3.004401e-03 +8.664039e-01 +9.477850e+02 +3.380814e+02     Pix  8 27
+3.055166e-03 +8.483273e-01 +9.423120e+02 +3.331696e+02     Pix  8 28
+3.096685e-03 +8.769508e-01 +9.114983e+02 +3.346739e+02     Pix  8 29
+3.039802e-03 +8.422502e-01 +9.319766e+02 +3.745212e+02     Pix  8 30
+2.981489e-03 +8.439901e-01 +9.465574e+02 +3.278495e+02     Pix  8 31
+2.991027e-03 +8.134567e-01 +9.507431e+02 +3.086741e+02     Pix  8 32
+3.008170e-03 +8.135733e-01 +9.515303e+02 +3.325232e+02     Pix  8 33
+3.039510e-03 +8.144757e-01 +9.508476e+02 +3.256144e+02     Pix  8 34
+3.095844e-03 +8.604728e-01 +9.231059e+02 +3.199158e+02     Pix  8 35
+3.113303e-03 +8.775196e-01 +9.208352e+02 +3.675512e+02     Pix  8 36
+3.088187e-03 +8.954673e-01 +9.116825e+02 +3.584827e+02     Pix  8 37
+2.892093e-03 +8.045502e-01 +9.452278e+02 +3.088751e+02     Pix  8 38
+2.918633e-03 +8.942238e-01 +9.246093e+02 +3.565622e+02     Pix  8 39
+3.044500e-03 +8.601815e-01 +9.307519e+02 +3.458116e+02     Pix  8 40
+2.885233e-03 +7.955871e-01 +9.559506e+02 +2.949630e+02     Pix  8 41
+2.906771e-03 +8.384643e-01 +9.609697e+02 +3.288258e+02     Pix  8 42
+2.881663e-03 +7.979228e-01 +9.747781e+02 +3.029846e+02     Pix  8 43
+3.001181e-03 +8.273994e-01 +9.378582e+02 +3.135077e+02     Pix  8 44
+3.028082e-03 +8.349197e-01 +9.396428e+02 +3.357606e+02     Pix  8 45
+3.082214e-03 +9.052281e-01 +9.091482e+02 +3.612192e+02     Pix  8 46
+2.777657e-03 +7.801583e-01 +9.809055e+02 +2.647118e+02     Pix  8 47
+2.880452e-03 +8.200304e-01 +9.619109e+02 +3.212998e+02     Pix  8 48
+2.865048e-03 +7.669037e-01 +9.705652e+02 +3.058042e+02     Pix  8 49
+2.954119e-03 +9.119847e-01 +9.175508e+02 +3.261596e+02     Pix  8 50
+2.926374e-03 +8.260431e-01 +9.467700e+02 +3.336084e+02     Pix  8 51
+2.878477e-03 +8.661108e-01 +9.555969e+02 +3.124287e+02     Pix  8 52
+3.135593e-03 +8.780140e-01 +8.970234e+02 +3.454891e+02     Pix  8 53
+2.919851e-03 +8.548678e-01 +9.385898e+02 +3.376129e+02     Pix  8 54
+2.825128e-03 +8.226044e-01 +9.579001e+02 +3.100196e+02     Pix  8 55
+2.905867e-03 +8.246108e-01 +9.417401e+02 +3.019221e+02     Pix  8 56
+2.986807e-03 +8.815386e-01 +9.191207e+02 +3.582977e+02     Pix  8 57
+2.849561e-03 +8.178024e-01 +9.590349e+02 +3.146459e+02     Pix  8 58
+2.988813e-03 +8.857629e-01 +9.215831e+02 +3.218730e+02     Pix  8 59
+2.948318e-03 +9.113138e-01 +9.200148e+02 +3.568227e+02     Pix  8 60
+2.875735e-03 +7.938108e-01 +9.713433e+02 +3.045455e+02     Pix  8 61
+2.752575e-03 +8.013811e-01 +9.740148e+02 +2.730217e+02     Pix  8 62
+2.855931e-03 +8.541673e-01 +9.510030e+02 +3.225051e+02     Pix  8 63
+2.905131e-03 +8.622019e-01 +9.344514e+02 +3.278166e+02     Pix  8 64
+2.979341e-03 +8.875926e-01 +9.134315e+02 +3.251898e+02     Pix  8 65
+2.706688e-03 +7.782653e-01 +9.939716e+02 +2.913344e+02     Pix  8 66
+2.832024e-03 +8.844749e-01 +9.389183e+02 +3.277753e+02     Pix  8 67
+2.835688e-03 +8.040227e-01 +9.440841e+02 +3.114508e+02     Pix  8 68
+2.702121e-03 +8.211135e-01 +9.766858e+02 +2.994221e+02     Pix  8 69
+2.706180e-03 +8.082282e-01 +9.648529e+02 +3.086198e+02     Pix  8 70
+2.851632e-03 +8.644057e-01 +9.230160e+02 +3.201049e+02     Pix  8 71
+2.727970e-03 +8.064111e-01 +9.577048e+02 +3.275625e+02     Pix  8 72
+2.640527e-03 +7.616457e-01 +9.850673e+02 +2.918742e+02     Pix  8 73
+2.675223e-03 +8.129040e-01 +9.562341e+02 +2.879800e+02     Pix  8 74
+2.707940e-03 +7.760168e-01 +9.643764e+02 +3.246516e+02     Pix  8 75
+2.631925e-03 +7.916789e-01 +9.777026e+02 +3.014688e+02     Pix  8 76
+2.675803e-03 +8.026919e-01 +9.603696e+02 +2.824829e+02     Pix  8 77
+2.777981e-03 +8.540653e-01 +9.347837e+02 +3.517028e+02     Pix  8 78
+2.632233e-03 +7.843144e-01 +9.712670e+02 +3.060958e+02     Pix  8 79
+3.146152e-03 +8.992760e-01 +9.283052e+02 +3.851349e+02     Pix  9  0
+3.146296e-03 +8.503714e-01 +9.333761e+02 +3.714319e+02     Pix  9  1
+3.176606e-03 +8.492771e-01 +9.253210e+02 +3.494192e+02     Pix  9  2
+3.191830e-03 +9.079001e-01 +9.080232e+02 +4.165530e+02     Pix  9  3
+3.037358e-03 +8.127095e-01 +9.535942e+02 +3.433214e+02     Pix  9  4
+3.133495e-03 +8.834429e-01 +9.213706e+02 +3.553411e+02     Pix  9  5
+2.970474e-03 +7.832286e-01 +9.673047e+02 +3.465662e+02     Pix  9  6
+2.985788e-03 +8.334593e-01 +9.554065e+02 +3.517185e+02     Pix  9  7
+2.874791e-03 +7.822252e-01 +9.713229e+02 +3.037318e+02     Pix  9  8
+2.938004e-03 +8.168627e-01 +9.703765e+02 +3.376101e+02     Pix  9  9
+3.088472e-03 +8.573255e-01 +9.361568e+02 +3.415190e+02     Pix  9 10
+3.004105e-03 +8.257364e-01 +9.629580e+02 +3.138788e+02     Pix  9 11
+3.128378e-03 +9.023448e-01 +9.198582e+02 +3.870269e+02     Pix  9 12
+3.113712e-03 +8.940911e-01 +9.296769e+02 +3.536426e+02     Pix  9 13
+3.116089e-03 +8.658537e-01 +9.275362e+02 +3.498512e+02     Pix  9 14
+3.121101e-03 +9.025593e-01 +9.278619e+02 +3.806509e+02     Pix  9 15
+2.977348e-03 +8.286458e-01 +9.598571e+02 +3.227666e+02     Pix  9 16
+3.026758e-03 +8.416606e-01 +9.351650e+02 +3.387615e+02     Pix  9 17
+3.101555e-03 +9.046858e-01 +9.288383e+02 +3.801548e+02     Pix  9 18
+3.211183e-03 +8.902213e-01 +9.217074e+02 +3.574379e+02     Pix  9 19
+2.977582e-03 +8.443876e-01 +9.535007e+02 +3.248003e+02     Pix  9 20
+3.180335e-03 +9.346828e-01 +9.109205e+02 +3.970670e+02     Pix  9 21
+3.326520e-03 +9.944224e-01 +8.821612e+02 +3.979369e+02     Pix  9 22
+3.055766e-03 +8.806321e-01 +9.349921e+02 +3.388532e+02     Pix  9 23
+3.118292e-03 +9.053440e-01 +9.287359e+02 +3.773628e+02     Pix  9 24
+3.115830e-03 +9.055330e-01 +9.265446e+02 +3.623200e+02     Pix  9 25
+2.935447e-03 +8.557295e-01 +9.581007e+02 +3.163090e+02     Pix  9 26
+3.127586e-03 +8.952429e-01 +9.321714e+02 +3.723472e+02     Pix  9 27
+3.138039e-03 +8.939839e-01 +9.214500e+02 +3.525445e+02     Pix  9 28
+3.054965e-03 +8.635975e-01 +9.406416e+02 +3.355276e+02     Pix  9 29
+3.048935e-03 +8.404997e-01 +9.376267e+02 +3.689700e+02     Pix  9 30
+3.099406e-03 +8.959327e-01 +9.286343e+02 +3.519854e+02     Pix  9 31
+3.048355e-03 +8.655732e-01 +9.395360e+02 +3.368174e+02     Pix  9 32
+3.089957e-03 +9.097237e-01 +9.281669e+02 +3.571276e+02     Pix  9 33
+3.032468e-03 +8.710975e-01 +9.408537e+02 +3.324342e+02     Pix  9 34
+3.080520e-03 +8.981846e-01 +9.262173e+02 +3.374165e+02     Pix  9 35
+3.044607e-03 +8.663964e-01 +9.453623e+02 +3.644957e+02     Pix  9 36
+2.994224e-03 +8.300389e-01 +9.584101e+02 +3.190326e+02     Pix  9 37
+3.056680e-03 +8.613900e-01 +9.386395e+02 +3.346731e+02     Pix  9 38
+3.166629e-03 +9.196407e-01 +8.885544e+02 +4.153687e+02     Pix  9 39
+3.123689e-03 +8.980165e-01 +9.246348e+02 +3.496217e+02     Pix  9 40
+3.132394e-03 +8.972992e-01 +9.154789e+02 +3.555056e+02     Pix  9 41
+3.082249e-03 +8.900520e-01 +9.252065e+02 +3.797654e+02     Pix  9 42
+2.909246e-03 +8.357916e-01 +9.547138e+02 +3.218311e+02     Pix  9 43
+3.006976e-03 +8.527577e-01 +9.323165e+02 +3.391167e+02     Pix  9 44
+3.056638e-03 +8.849765e-01 +9.269919e+02 +3.661588e+02     Pix  9 45
+3.002733e-03 +8.693687e-01 +9.242263e+02 +3.478754e+02     Pix  9 46
+2.965150e-03 +8.609589e-01 +9.498589e+02 +3.143627e+02     Pix  9 47
+2.958339e-03 +8.314940e-01 +9.484936e+02 +3.572725e+02     Pix  9 48
+3.084699e-03 +8.688401e-01 +9.204148e+02 +3.536238e+02     Pix  9 49
+2.900749e-03 +8.148957e-01 +9.659150e+02 +2.919867e+02     Pix  9 50
+2.929175e-03 +8.337722e-01 +9.395948e+02 +3.577681e+02     Pix  9 51
+2.929206e-03 +8.309312e-01 +9.494907e+02 +3.245372e+02     Pix  9 52
+3.092350e-03 +9.203363e-01 +9.158725e+02 +3.325923e+02     Pix  9 53
+3.027576e-03 +9.069624e-01 +9.208589e+02 +3.664263e+02     Pix  9 54
+2.871393e-03 +7.873668e-01 +9.728916e+02 +3.041604e+02     Pix  9 55
+3.088051e-03 +9.432279e-01 +9.063002e+02 +3.580945e+02     Pix  9 56
+3.038822e-03 +8.904801e-01 +9.190219e+02 +3.778658e+02     Pix  9 57
+2.971671e-03 +8.843451e-01 +9.405115e+02 +3.375532e+02     Pix  9 58
+2.862757e-03 +8.004547e-01 +9.728214e+02 +2.727645e+02     Pix  9 59
+2.949681e-03 +8.963044e-01 +9.479366e+02 +3.459249e+02     Pix  9 60
+2.800266e-03 +7.971111e-01 +9.869926e+02 +2.918430e+02     Pix  9 61
+2.949498e-03 +8.427343e-01 +9.362834e+02 +3.330225e+02     Pix  9 62
+2.668989e-03 +7.410264e-01 +1.017095e+03 +2.677289e+02     Pix  9 63
+2.885436e-03 +8.385923e-01 +9.567600e+02 +3.162430e+02     Pix  9 64
+2.889044e-03 +8.634061e-01 +9.486065e+02 +2.950014e+02     Pix  9 65
+2.888141e-03 +8.348862e-01 +9.671111e+02 +3.338709e+02     Pix  9 66
+2.817040e-03 +8.488406e-01 +9.567991e+02 +3.208418e+02     Pix  9 67
+2.716055e-03 +8.527363e-01 +9.587971e+02 +2.962451e+02     Pix  9 68
+2.890497e-03 +8.622250e-01 +9.358438e+02 +3.532718e+02     Pix  9 69
+2.844512e-03 +9.595971e-01 +9.111668e+02 +3.629531e+02     Pix  9 70
+2.783954e-03 +8.490852e-01 +9.531511e+02 +2.995729e+02     Pix  9 71
+2.746273e-03 +8.375295e-01 +9.510569e+02 +3.465835e+02     Pix  9 72
+2.766827e-03 +8.390220e-01 +9.562232e+02 +3.207149e+02     Pix  9 73
+2.746382e-03 +8.309122e-01 +9.487125e+02 +3.158678e+02     Pix  9 74
+2.726872e-03 +8.173475e-01 +9.576129e+02 +3.256468e+02     Pix  9 75
+2.740592e-03 +8.246710e-01 +9.564816e+02 +3.183169e+02     Pix  9 76
+2.742675e-03 +8.130498e-01 +9.595095e+02 +3.148825e+02     Pix  9 77
+2.645403e-03 +8.137939e-01 +9.826095e+02 +3.262692e+02     Pix  9 78
+2.657130e-03 +8.105237e-01 +9.720632e+02 +3.048007e+02     Pix  9 79
+3.125122e-03 +8.653594e-01 +9.310760e+02 +3.418813e+02     Pix 10  0
+3.159454e-03 +8.755903e-01 +9.206343e+02 +3.361628e+02     Pix 10  1
+2.980996e-03 +8.324525e-01 +9.523866e+02 +2.889893e+02     Pix 10  2
+3.071878e-03 +8.574777e-01 +9.319216e+02 +3.438243e+02     Pix 10  3
+3.185913e-03 +8.942344e-01 +9.200716e+02 +3.356611e+02     Pix 10  4
+3.115844e-03 +8.489190e-01 +9.159647e+02 +3.261800e+02     Pix 10  5
+3.269642e-03 +8.961859e-01 +9.141405e+02 +3.588148e+02     Pix 10  6
+3.108845e-03 +8.516248e-01 +9.431803e+02 +3.195882e+02     Pix 10  7
+3.176677e-03 +8.776565e-01 +9.155448e+02 +3.271439e+02     Pix 10  8
+3.126937e-03 +8.159049e-01 +9.455693e+02 +3.246175e+02     Pix 10  9
+3.099930e-03 +8.354585e-01 +9.424257e+02 +2.993026e+02     Pix 10 10
+3.223915e-03 +9.299409e-01 +9.010710e+02 +3.180118e+02     Pix 10 11
+3.105466e-03 +8.928937e-01 +9.383475e+02 +3.350739e+02     Pix 10 12
+3.226140e-03 +9.086174e-01 +9.047297e+02 +3.364999e+02     Pix 10 13
+3.215570e-03 +9.304163e-01 +8.884097e+02 +3.435718e+02     Pix 10 14
+3.307792e-03 +8.991661e-01 +8.865186e+02 +3.793820e+02     Pix 10 15
+3.082355e-03 +8.529301e-01 +9.220563e+02 +3.210599e+02     Pix 10 16
+3.132414e-03 +9.394967e-01 +9.047972e+02 +3.097949e+02     Pix 10 17
+3.218676e-03 +9.360380e-01 +8.928064e+02 +3.714591e+02     Pix 10 18
+3.197857e-03 +9.106529e-01 +8.967487e+02 +3.455878e+02     Pix 10 19
+3.137771e-03 +8.906213e-01 +9.157609e+02 +3.077291e+02     Pix 10 20
+3.181382e-03 +8.908819e-01 +9.042221e+02 +3.593140e+02     Pix 10 21
+3.250289e-03 +8.643576e-01 +9.088130e+02 +3.337214e+02     Pix 10 22
+3.147863e-03 +8.294565e-01 +9.257989e+02 +3.007407e+02     Pix 10 23
+2.990410e-03 +8.241428e-01 +9.569505e+02 +3.046874e+02     Pix 10 24
+3.081208e-03 +8.740959e-01 +9.291203e+02 +3.151858e+02     Pix 10 25
+3.133546e-03 +9.300540e-01 +9.020644e+02 +3.083403e+02     Pix 10 26
+3.054987e-03 +8.570766e-01 +9.422911e+02 +3.149755e+02     Pix 10 27
+2.945510e-03 +8.422983e-01 +9.459937e+02 +2.986341e+02     Pix 10 28
+2.960840e-03 +7.992380e-01 +9.489485e+02 +2.645225e+02     Pix 10 29
+3.030720e-03 +8.745045e-01 +9.446018e+02 +3.110273e+02     Pix 10 30
+3.101551e-03 +8.954321e-01 +9.237740e+02 +3.205726e+02     Pix 10 31
+3.102716e-03 +9.350087e-01 +8.961210e+02 +3.171598e+02     Pix 10 32
+3.030102e-03 +8.829899e-01 +9.247453e+02 +3.202738e+02     Pix 10 33
+2.972536e-03 +8.400250e-01 +9.455863e+02 +2.966637e+02     Pix 10 34
+3.118078e-03 +8.939269e-01 +9.153045e+02 +2.951770e+02     Pix 10 35
+2.982114e-03 +8.185480e-01 +9.519502e+02 +3.067119e+02     Pix 10 36
+2.912231e-03 +8.085456e-01 +9.560285e+02 +2.863665e+02     Pix 10 37
+3.145238e-03 +8.618156e-01 +8.917825e+02 +3.250891e+02     Pix 10 38
+3.013812e-03 +8.433961e-01 +9.382655e+02 +3.126830e+02     Pix 10 39
+3.038513e-03 +8.400515e-01 +9.278762e+02 +3.135506e+02     Pix 10 40
+3.043027e-03 +8.769461e-01 +9.184903e+02 +2.907897e+02     Pix 10 41
+3.048905e-03 +8.800279e-01 +9.320752e+02 +3.248939e+02     Pix 10 42
+2.987167e-03 +8.382490e-01 +9.488802e+02 +2.948068e+02     Pix 10 43
+3.083104e-03 +8.800185e-01 +9.302379e+02 +2.781086e+02     Pix 10 44
+3.050777e-03 +8.894383e-01 +9.154459e+02 +3.275487e+02     Pix 10 45
+2.944825e-03 +8.195459e-01 +9.453679e+02 +2.918113e+02     Pix 10 46
+2.987761e-03 +8.440904e-01 +9.327980e+02 +2.802708e+02     Pix 10 47
+3.043288e-03 +8.649574e-01 +9.338374e+02 +3.085717e+02     Pix 10 48
+2.878168e-03 +8.004957e-01 +9.583266e+02 +2.847942e+02     Pix 10 49
+3.085984e-03 +8.879633e-01 +9.153405e+02 +2.964435e+02     Pix 10 50
+3.047855e-03 +8.626867e-01 +9.318488e+02 +3.102008e+02     Pix 10 51
+2.925393e-03 +8.404938e-01 +9.388360e+02 +2.909714e+02     Pix 10 52
+2.871405e-03 +8.113654e-01 +9.579263e+02 +2.554101e+02     Pix 10 53
+2.983033e-03 +8.656623e-01 +9.277812e+02 +3.155562e+02     Pix 10 54
+2.968859e-03 +8.576505e-01 +9.279982e+02 +3.074937e+02     Pix 10 55
+2.875454e-03 +8.503746e-01 +9.392503e+02 +2.724942e+02     Pix 10 56
+2.824370e-03 +8.009180e-01 +9.709890e+02 +2.708665e+02     Pix 10 57
+2.844558e-03 +8.533791e-01 +9.337032e+02 +3.081537e+02     Pix 10 58
+2.769411e-03 +7.968889e-01 +9.661507e+02 +2.458450e+02     Pix 10 59
+2.970997e-03 +8.769550e-01 +9.180711e+02 +3.366647e+02     Pix 10 60
+2.858647e-03 +8.056219e-01 +9.607299e+02 +2.815712e+02     Pix 10 61
+2.793398e-03 +8.470316e-01 +9.425435e+02 +2.652837e+02     Pix 10 62
+2.773242e-03 +7.922477e-01 +9.825696e+02 +2.608537e+02     Pix 10 63
+2.862470e-03 +8.277018e-01 +9.530075e+02 +2.816141e+02     Pix 10 64
+2.855545e-03 +8.256770e-01 +9.410396e+02 +2.688255e+02     Pix 10 65
+2.787856e-03 +8.197060e-01 +9.584439e+02 +2.867759e+02     Pix 10 66
+2.833899e-03 +8.020959e-01 +9.603921e+02 +2.857023e+02     Pix 10 67
+2.788107e-03 +8.116911e-01 +9.464586e+02 +2.668457e+02     Pix 10 68
+2.754460e-03 +8.027599e-01 +9.590481e+02 +2.836301e+02     Pix 10 69
+2.707780e-03 +8.019179e-01 +9.607183e+02 +2.592969e+02     Pix 10 70
+2.751629e-03 +8.095960e-01 +9.415409e+02 +2.691341e+02     Pix 10 71
+2.815877e-03 +8.453932e-01 +9.320449e+02 +3.147738e+02     Pix 10 72
+2.657798e-03 +7.801106e-01 +9.650194e+02 +2.740041e+02     Pix 10 73
+2.787206e-03 +8.411059e-01 +9.309392e+02 +2.802261e+02     Pix 10 74
+2.715166e-03 +8.323176e-01 +9.536939e+02 +2.957022e+02     Pix 10 75
+2.753100e-03 +7.995582e-01 +9.508855e+02 +2.915536e+02     Pix 10 76
+2.769489e-03 +8.221721e-01 +9.455077e+02 +2.705507e+02     Pix 10 77
+2.752552e-03 +8.056186e-01 +9.377039e+02 +3.313696e+02     Pix 10 78
+2.661646e-03 +8.139296e-01 +9.633505e+02 +2.826457e+02     Pix 10 79
+3.235959e-03 +9.013455e-01 +9.136117e+02 +3.641712e+02     Pix 11  0
+3.205913e-03 +9.086527e-01 +9.004158e+02 +3.710160e+02     Pix 11  1
+3.213762e-03 +9.022311e-01 +9.063574e+02 +3.358405e+02     Pix 11  2
+3.197133e-03 +9.028008e-01 +9.139656e+02 +3.615099e+02     Pix 11  3
+3.092658e-03 +8.640444e-01 +9.409414e+02 +3.307429e+02     Pix 11  4
+3.210791e-03 +8.925744e-01 +9.116340e+02 +3.324761e+02     Pix 11  5
+3.232416e-03 +8.825497e-01 +9.037858e+02 +3.734188e+02     Pix 11  6
+3.087456e-03 +8.475367e-01 +9.423108e+02 +3.294495e+02     Pix 11  7
+3.138900e-03 +8.433657e-01 +9.406567e+02 +3.067651e+02     Pix 11  8
+3.256219e-03 +8.839215e-01 +9.138590e+02 +3.629483e+02     Pix 11  9
+3.233247e-03 +9.130560e-01 +9.058496e+02 +3.428813e+02     Pix 11 10
+3.101824e-03 +8.395489e-01 +9.284890e+02 +3.145244e+02     Pix 11 11
+3.186435e-03 +8.859757e-01 +9.154331e+02 +3.581710e+02     Pix 11 12
+3.337432e-03 +1.014064e+00 +8.503349e+02 +4.078788e+02     Pix 11 13
+3.117126e-03 +8.783862e-01 +9.238244e+02 +3.221588e+02     Pix 11 14
+3.057826e-03 +8.120765e-01 +9.535509e+02 +3.225554e+02     Pix 11 15
+3.245058e-03 +9.150287e-01 +9.057504e+02 +3.384628e+02     Pix 11 16
+3.087490e-03 +8.662718e-01 +9.330906e+02 +3.067434e+02     Pix 11 17
+3.116656e-03 +8.686400e-01 +9.312723e+02 +3.440065e+02     Pix 11 18
+3.125573e-03 +8.718865e-01 +9.252758e+02 +3.228472e+02     Pix 11 19
+3.057163e-03 +8.522064e-01 +9.315054e+02 +3.138047e+02     Pix 11 20
+3.180634e-03 +8.943273e-01 +9.128483e+02 +3.657068e+02     Pix 11 21
+3.338385e-03 +9.947211e-01 +8.658994e+02 +3.774770e+02     Pix 11 22
+3.255229e-03 +9.882082e-01 +8.758148e+02 +3.604007e+02     Pix 11 23
+3.093380e-03 +8.496623e-01 +9.372691e+02 +3.406881e+02     Pix 11 24
+3.244922e-03 +9.254158e-01 +8.962135e+02 +3.468069e+02     Pix 11 25
+3.154849e-03 +9.158549e-01 +9.151275e+02 +3.250682e+02     Pix 11 26
+3.079694e-03 +8.558223e-01 +9.479810e+02 +3.297075e+02     Pix 11 27
+3.168410e-03 +9.188938e-01 +9.184208e+02 +3.244316e+02     Pix 11 28
+3.120175e-03 +8.721123e-01 +9.274344e+02 +3.072307e+02     Pix 11 29
+2.918006e-03 +8.292398e-01 +9.727837e+02 +2.986801e+02     Pix 11 30
+3.124470e-03 +9.217356e-01 +9.190445e+02 +3.239698e+02     Pix 11 31
+3.062336e-03 +8.631272e-01 +9.272330e+02 +3.147488e+02     Pix 11 32
+3.020636e-03 +8.416424e-01 +9.507792e+02 +3.210890e+02     Pix 11 33
+3.164229e-03 +8.865146e-01 +9.236860e+02 +3.202372e+02     Pix 11 34
+2.903533e-03 +8.541885e-01 +9.429472e+02 +2.870784e+02     Pix 11 35
+3.103451e-03 +9.458944e-01 +9.053757e+02 +3.627300e+02     Pix 11 36
+3.089682e-03 +8.729488e-01 +9.265700e+02 +3.204211e+02     Pix 11 37
+3.159443e-03 +9.180549e-01 +9.002968e+02 +3.424014e+02     Pix 11 38
+3.023863e-03 +9.131396e-01 +9.272383e+02 +3.469362e+02     Pix 11 39
+3.092172e-03 +8.954103e-01 +9.123678e+02 +3.299495e+02     Pix 11 40
+3.065818e-03 +8.428844e-01 +9.281801e+02 +
