Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])
+2.667960e-03 +8.931541e-01 +9.490263e+02 +2.598094e+02     Pix  3 72
+2.588188e-03 +8.043252e-01 +9.880809e+02 +1.937041e+02     Pix  3 73
+2.535482e-03 +7.751338e-01 +1.007098e+03 +1.731588e+02     Pix  3 74
+2.579310e-03 +8.049258e-01 +9.870871e+02 +2.298268e+02     Pix  3 75
+2.519963e-03 +7.685526e-01 +1.012616e+03 +1.760943e+02     Pix  3 76
+2.446026e-03 +7.474852e-01 +1.022509e+03 +1.624896e+02     Pix  3 77
+2.535285e-03 +7.670693e-01 +1.000920e+03 +2.145502e+02     Pix  3 78
+2.493080e-03 +7.771647e-01 +1.002528e+03 +1.983833e+02     Pix  3 79
+3.077309e-03 +8.827408e-01 +9.239041e+02 +3.856054e+02     Pix  4  0
+2.955538e-03 +8.266562e-01 +9.425326e+02 +3.416717e+02     Pix  4  1
+3.020174e-03 +8.125174e-01 +9.395600e+02 +3.343586e+02     Pix  4  2
+2.848273e-03 +7.748970e-01 +9.739661e+02 +3.339351e+02     Pix  4  3
+2.998265e-03 +8.533813e-01 +9.205245e+02 +3.573445e+02     Pix  4  4
+3.138692e-03 +9.063907e-01 +8.930724e+02 +3.780778e+02     Pix  4  5
+3.112798e-03 +9.063851e-01 +9.074702e+02 +3.984241e+02     Pix  4  6
+3.012677e-03 +8.200916e-01 +9.366121e+02 +3.418132e+02     Pix  4  7
+3.006921e-03 +8.280946e-01 +9.400436e+02 +3.325256e+02     Pix  4  8
+3.050867e-03 +8.633585e-01 +9.195647e+02 +3.802092e+02     Pix  4  9
+2.973264e-03 +8.189638e-01 +9.538590e+02 +3.234504e+02     Pix  4 10
+2.976019e-03 +8.500882e-01 +9.368059e+02 +3.108331e+02     Pix  4 11
+3.014933e-03 +8.513734e-01 +9.151060e+02 +3.701079e+02     Pix  4 12
+3.050345e-03 +8.488214e-01 +9.155891e+02 +3.587174e+02     Pix  4 13
+3.064723e-03 +8.879829e-01 +9.035822e+02 +3.475408e+02     Pix  4 14
+2.933865e-03 +8.543615e-01 +9.303870e+02 +3.453893e+02     Pix  4 15
+3.069066e-03 +8.686863e-01 +9.192280e+02 +3.583868e+02     Pix  4 16
+2.966144e-03 +8.446083e-01 +9.293302e+02 +3.144365e+02     Pix  4 17
+2.984944e-03 +8.314376e-01 +9.286837e+02 +3.613849e+02     Pix  4 18
+3.092725e-03 +8.593554e-01 +9.124076e+02 +3.605178e+02     Pix  4 19
+2.925900e-03 +8.148302e-01 +9.332908e+02 +3.090923e+02     Pix  4 20
+3.008657e-03 +8.536435e-01 +9.326425e+02 +3.539292e+02     Pix  4 21
+2.889411e-03 +8.325611e-01 +9.533123e+02 +3.166555e+02     Pix  4 22
+3.024928e-03 +8.557323e-01 +9.210080e+02 +3.213400e+02     Pix  4 23
+3.028177e-03 +8.692492e-01 +9.254729e+02 +3.581638e+02     Pix  4 24
+2.870827e-03 +8.480355e-01 +9.520626e+02 +3.195113e+02     Pix  4 25
+2.939176e-03 +8.459378e-01 +9.285066e+02 +3.142755e+02     Pix  4 26
+2.908179e-03 +7.950801e-01 +9.597679e+02 +3.234587e+02     Pix  4 27
+2.891217e-03 +8.157536e-01 +9.444256e+02 +3.306861e+02     Pix  4 28
+2.977536e-03 +8.817432e-01 +9.115141e+02 +3.303519e+02     Pix  4 29
+2.732540e-03 +7.557459e-01 +9.877923e+02 +2.927557e+02     Pix  4 30
+2.772632e-03 +8.038224e-01 +9.645366e+02 +3.021488e+02     Pix  4 31
+2.920844e-03 +8.277676e-01 +9.366050e+02 +3.069453e+02     Pix  4 32
+3.059368e-03 +9.128558e-01 +9.089454e+02 +3.623508e+02     Pix  4 33
+2.936461e-03 +8.422167e-01 +9.146287e+02 +3.563755e+02     Pix  4 34
+2.848919e-03 +8.334442e-01 +9.316561e+02 +3.114400e+02     Pix  4 35
+2.950644e-03 +8.541776e-01 +9.163969e+02 +3.573470e+02     Pix  4 36
+2.927121e-03 +8.142144e-01 +9.396671e+02 +3.327510e+02     Pix  4 37
+2.844103e-03 +8.011452e-01 +9.590639e+02 +2.829139e+02     Pix  4 38
+2.811871e-03 +7.460953e-01 +9.757982e+02 +2.994622e+02     Pix  4 39
+2.912052e-03 +8.940885e-01 +9.127190e+02 +3.578180e+02     Pix  4 40
+2.901307e-03 +8.212293e-01 +9.377011e+02 +3.050958e+02     Pix  4 41
+3.023693e-03 +8.497539e-01 +9.221096e+02 +3.609707e+02     Pix  4 42
+2.958564e-03 +8.638003e-01 +9.282508e+02 +3.412659e+02     Pix  4 43
+2.957377e-03 +8.617295e-01 +9.264538e+02 +3.151538e+02     Pix  4 44
+2.880761e-03 +8.466893e-01 +9.383707e+02 +3.359003e+02     Pix  4 45
+2.935047e-03 +8.743477e-01 +9.262605e+02 +3.233391e+02     Pix  4 46
+3.041663e-03 +9.499207e-01 +8.775622e+02 +3.625534e+02     Pix  4 47
+3.039872e-03 +9.539480e-01 +8.824497e+02 +3.933521e+02     Pix  4 48
+2.780613e-03 +7.865406e-01 +9.665829e+02 +2.968173e+02     Pix  4 49
+2.832880e-03 +8.133440e-01 +9.410968e+02 +3.046623e+02     Pix  4 50
+2.811336e-03 +8.492175e-01 +9.448818e+02 +3.309257e+02     Pix  4 51
+2.862739e-03 +8.186468e-01 +9.418789e+02 +3.115840e+02     Pix  4 52
+2.811606e-03 +8.178684e-01 +9.502400e+02 +2.918111e+02     Pix  4 53
+2.920223e-03 +8.256094e-01 +9.395562e+02 +3.336157e+02     Pix  4 54
+2.777171e-03 +8.016913e-01 +9.571936e+02 +2.970583e+02     Pix  4 55
+2.772022e-03 +7.856578e-01 +9.560642e+02 +2.866063e+02     Pix  4 56
+2.702439e-03 +7.943346e-01 +9.668753e+02 +3.101116e+02     Pix  4 57
+2.881565e-03 +8.632796e-01 +9.139445e+02 +3.415574e+02     Pix  4 58
+2.800284e-03 +7.705875e-01 +9.487111e+02 +2.937172e+02     Pix  4 59
+2.836587e-03 +8.103144e-01 +9.484561e+02 +3.275963e+02     Pix  4 60
+2.782521e-03 +8.063696e-01 +9.437780e+02 +3.249799e+02     Pix  4 61
+2.806810e-03 +8.216805e-01 +9.431672e+02 +2.983618e+02     Pix  4 62
+2.716813e-03 +7.758236e-01 +9.691123e+02 +3.065233e+02     Pix  4 63
+2.810324e-03 +8.223081e-01 +9.451711e+02 +3.161666e+02     Pix  4 64
+2.655621e-03 +7.813315e-01 +9.585149e+02 +2.864986e+02     Pix  4 65
+2.737711e-03 +7.729519e-01 +9.639429e+02 +3.093952e+02     Pix  4 66
+2.611716e-03 +7.688510e-01 +9.881344e+02 +2.763101e+02     Pix  4 67
+2.610115e-03 +7.656797e-01 +9.757211e+02 +2.727613e+02     Pix  4 68
+2.743803e-03 +8.034388e-01 +9.489527e+02 +3.275634e+02     Pix  4 69
+2.628770e-03 +7.710451e-01 +9.632794e+02 +2.859375e+02     Pix  4 70
+2.726834e-03 +7.962862e-01 +9.444772e+02 +2.997102e+02     Pix  4 71
+2.516570e-03 +7.459905e-01 +9.919193e+02 +2.849940e+02     Pix  4 72
+2.685707e-03 +7.997102e-01 +9.466982e+02 +3.199369e+02     Pix  4 73
+2.550253e-03 +8.002602e-01 +9.466701e+02 +2.999746e+02     Pix  4 74
+2.616736e-03 +7.806909e-01 +9.606514e+02 +3.219076e+02     Pix  4 75
+2.644359e-03 +7.552946e-01 +9.645508e+02 +2.994785e+02     Pix  4 76
+2.690904e-03 +8.183402e-01 +9.433979e+02 +2.977283e+02     Pix  4 77
+2.697184e-03 +8.108817e-01 +9.419143e+02 +3.427785e+02     Pix  4 78
+2.532753e-03 +6.801288e-01 +1.002113e+03 +2.744707e+02     Pix  4 79
+2.944971e-03 +8.116260e-01 +9.556512e+02 +3.541444e+02     Pix  5  0
+2.962154e-03 +7.935931e-01 +9.599867e+02 +3.271794e+02     Pix  5  1
+3.111782e-03 +9.253012e-01 +8.969868e+02 +3.778765e+02     Pix  5  2
+3.070456e-03 +8.738767e-01 +9.225117e+02 +3.864596e+02     Pix  5  3
+3.004450e-03 +8.243110e-01 +9.432154e+02 +3.402042e+02     Pix  5  4
+3.142988e-03 +9.408998e-01 +8.819552e+02 +3.948162e+02     Pix  5  5
+3.049819e-03 +8.598799e-01 +9.432771e+02 +3.640219e+02     Pix  5  6
+3.020987e-03 +8.568920e-01 +9.364221e+02 +3.469263e+02     Pix  5  7
+2.904676e-03 +8.495586e-01 +9.456969e+02 +3.324844e+02     Pix  5  8
+3.037475e-03 +9.364689e-01 +9.086084e+02 +3.817029e+02     Pix  5  9
+3.081031e-03 +8.723297e-01 +9.119948e+02 +3.622621e+02     Pix  5 10
+2.974624e-03 +8.345559e-01 +9.476232e+02 +3.228165e+02     Pix  5 11
+3.062606e-03 +9.154032e-01 +9.222040e+02 +3.715877e+02     Pix  5 12
+3.070300e-03 +8.391306e-01 +9.288557e+02 +3.479314e+02     Pix  5 13
+3.024663e-03 +8.808282e-01 +9.180085e+02 +3.565557e+02     Pix  5 14
+2.995320e-03 +8.453357e-01 +9.383684e+02 +3.554981e+02     Pix  5 15
+2.966237e-03 +8.546009e-01 +9.460423e+02 +3.296115e+02     Pix  5 16
+3.006386e-03 +8.595797e-01 +9.269387e+02 +3.246866e+02     Pix  5 17
+2.987523e-03 +8.404273e-01 +9.459552e+02 +3.512318e+02     Pix  5 18
+2.944434e-03 +8.355878e-01 +9.423006e+02 +3.332770e+02     Pix  5 19
+2.977110e-03 +8.068224e-01 +9.556547e+02 +3.038995e+02     Pix  5 20
+3.109609e-03 +8.795690e-01 +9.134571e+02 +3.885661e+02     Pix  5 21
+3.131867e-03 +8.500536e-01 +9.103901e+02 +3.671214e+02     Pix  5 22
+3.042641e-03 +8.623323e-01 +9.166655e+02 +3.451336e+02     Pix  5 23
+3.027574e-03 +8.946461e-01 +9.269187e+02 +3.779613e+02     Pix  5 24
+2.967303e-03 +8.379966e-01 +9.465136e+02 +3.283565e+02     Pix  5 25
+3.001289e-03 +8.367753e-01 +9.405843e+02 +3.173620e+02     Pix  5 26
+3.166275e-03 +8.932237e-01 +9.037249e+02 +3.892946e+02     Pix  5 27
+2.937379e-03 +8.537717e-01 +9.365426e+02 +3.375897e+02     Pix  5 28
+2.983228e-03 +8.695273e-01 +9.219751e+02 +3.319718e+02     Pix  5 29
+3.023013e-03 +8.199836e-01 +9.356356e+02 +3.686923e+02     Pix  5 30
+2.969588e-03 +8.749109e-01 +9.293629e+02 +3.463094e+02     Pix  5 31
+2.990035e-03 +8.439169e-01 +9.329666e+02 +3.174102e+02     Pix  5 32
+3.098651e-03 +8.586299e-01 +9.194887e+02 +3.734588e+02     Pix  5 33
+2.981001e-03 +8.492124e-01 +9.329058e+02 +3.406218e+02     Pix  5 34
+3.031017e-03 +8.952777e-01 +9.039910e+02 +3.442682e+02     Pix  5 35
+2.960716e-03 +8.581480e-01 +9.398784e+02 +3.608398e+02     Pix  5 36
+3.045395e-03 +8.781030e-01 +9.206888e+02 +3.539464e+02     Pix  5 37
+3.048669e-03 +9.019195e-01 +9.014553e+02 +3.468254e+02     Pix  5 38
+2.865209e-03 +8.287216e-01 +9.443434e+02 +3.389155e+02     Pix  5 39
+2.947213e-03 +8.471759e-01 +9.337794e+02 +3.388236e+02     Pix  5 40
+2.882565e-03 +8.076178e-01 +9.432296e+02 +3.142761e+02     Pix  5 41
+2.789065e-03 +8.066611e-01 +9.537853e+02 +3.408165e+02     Pix  5 42
+2.848820e-03 +7.950209e-01 +9.465570e+02 +3.253546e+02     Pix  5 43
+2.941058e-03 +8.319088e-01 +9.419098e+02 +3.190252e+02     Pix  5 44
+2.921440e-03 +8.392748e-01 +9.499811e+02 +3.229442e+02     Pix  5 45
+2.890766e-03 +8.102577e-01 +9.569205e+02 +2.995378e+02     Pix  5 46
+2.891227e-03 +8.478062e-01 +9.417310e+02 +3.044321e+02     Pix  5 47
+2.904718e-03 +8.444508e-01 +9.365668e+02 +3.430175e+02     Pix  5 48
+2.918161e-03 +8.142717e-01 +9.472301e+02 +3.272335e+02     Pix  5 49
+2.760370e-03 +7.846832e-01 +9.809140e+02 +2.636795e+02     Pix  5 50
+2.880296e-03 +8.410975e-01 +9.363286e+02 +3.369430e+02     Pix  5 51
+2.925883e-03 +8.662977e-01 +9.170078e+02 +3.425067e+02     Pix  5 52
+2.939597e-03 +8.563488e-01 +9.263114e+02 +3.184344e+02     Pix  5 53
+2.842753e-03 +8.227157e-01 +9.522809e+02 +3.273108e+02     Pix  5 54
+2.772343e-03 +7.999289e-01 +9.654962e+02 +3.032290e+02     Pix  5 55
+3.065501e-03 +8.855285e-01 +8.999512e+02 +3.452206e+02     Pix  5 56
+2.725413e-03 +7.813364e-01 +9.770212e+02 +2.989644e+02     Pix  5 57
+2.721354e-03 +7.793914e-01 +9.752118e+02 +2.841118e+02     Pix  5 58
+3.095531e-03 +9.844655e-01 +8.773947e+02 +3.632226e+02     Pix  5 59
+2.845935e-03 +8.236766e-01 +9.634994e+02 +3.122523e+02     Pix  5 60
+2.801942e-03 +8.566657e-01 +9.580257e+02 +2.925769e+02     Pix  5 61
+2.935987e-03 +8.602563e-01 +9.245169e+02 +3.184841e+02     Pix  5 62
+2.899442e-03 +8.312974e-01 +9.551392e+02 +3.199415e+02     Pix  5 63
+2.757725e-03 +8.168831e-01 +9.621947e+02 +2.947030e+02     Pix  5 64
+2.764802e-03 +8.271560e-01 +9.580380e+02 +2.847890e+02     Pix  5 65
+3.127131e-03 +1.039764e+00 +8.486360e+02 +4.269009e+02     Pix  5 66
+2.679481e-03 +7.992296e-01 +9.777450e+02 +2.937914e+02     Pix  5 67
+2.628939e-03 +7.827064e-01 +9.668809e+02 +2.781296e+02     Pix  5 68
+2.550686e-03 +7.453685e-01 +9.972574e+02 +2.826838e+02     Pix  5 69
+2.626277e-03 +7.549394e-01 +9.755588e+02 +2.891144e+02     Pix  5 70
+2.710757e-03 +8.540942e-01 +9.393895e+02 +3.049724e+02     Pix  5 71
+2.745867e-03 +8.369075e-01 +9.455114e+02 +3.311412e+02     Pix  5 72
+2.750234e-03 +8.529407e-01 +9.374481e+02 +3.306393e+02     Pix  5 73
+2.616837e-03 +7.929492e-01 +9.671766e+02 +2.814023e+02     Pix  5 74
+2.820710e-03 +8.609489e-01 +9.264028e+02 +3.553243e+02     Pix  5 75
+2.657152e-03 +8.072427e-01 +9.516558e+02 +3.267914e+02     Pix  5 76
+2.637344e-03 +7.850748e-01 +9.569593e+02 +2.933927e+02     Pix  5 77
+2.677112e-03 +8.026945e-01 +9.715262e+02 +3.169447e+02     Pix  5 78
+2.568029e-03 +7.756549e-01 +9.642230e+02 +3.151186e+02     Pix  5 79
+2.950861e-03 +8.116464e-01 +9.765368e+02 +3.204857e+02     Pix  6  0
+3.074648e-03 +8.793897e-01 +9.318986e+02 +3.440414e+02     Pix  6  1
+2.997760e-03 +8.432653e-01 +9.564879e+02 +2.921032e+02     Pix  6  2
+2.959767e-03 +8.329280e-01 +9.691172e+02 +3.306544e+02     Pix  6  3
+2.976541e-03 +8.335489e-01 +9.568739e+02 +3.207845e+02     Pix  6  4
+3.012251e-03 +8.434828e-01 +9.486973e+02 +3.076355e+02     Pix  6  5
+3.048203e-03 +8.568711e-01 +9.475774e+02 +3.491490e+02     Pix  6  6
+3.154365e-03 +9.022158e-01 +9.146586e+02 +3.606253e+02     Pix  6  7
+3.094366e-03 +9.036265e-01 +9.246927e+02 +3.220710e+02     Pix  6  8
+3.141953e-03 +8.866255e-01 +9.360586e+02 +3.393549e+02     Pix  6  9
+3.038080e-03 +8.775753e-01 +9.434471e+02 +3.210602e+02     Pix  6 10
+3.206162e-03 +9.104524e-01 +9.064318e+02 +3.383701e+02     Pix  6 11
+3.171519e-03 +9.248714e-01 +9.153247e+02 +3.606607e+02     Pix  6 12
+3.050970e-03 +8.575921e-01 +9.511949e+02 +3.135093e+02     Pix  6 13
+3.094097e-03 +8.832837e-01 +9.206643e+02 +3.229187e+02     Pix  6 14
+2.826228e-03 +7.809827e-01 +9.944072e+02 +2.843866e+02     Pix  6 15
+3.055578e-03 +8.274798e-01 +9.555374e+02 +3.061564e+02     Pix  6 16
+3.078916e-03 +8.765782e-01 +9.363851e+02 +3.061261e+02     Pix  6 17
+2.932600e-03 +8.101587e-01 +9.744440e+02 +3.028642e+02     Pix  6 18
+2.946578e-03 +8.505631e-01 +9.585140e+02 +3.000189e+02     Pix  6 19
+2.959220e-03 +8.011346e-01 +9.682411e+02 +2.760571e+02     Pix  6 20
+2.978451e-03 +8.439809e-01 +9.640541e+02 +3.126348e+02     Pix  6 21
+2.863668e-03 +8.143876e-01 +9.814848e+02 +2.734167e+02     Pix  6 22
+2.940903e-03 +8.129341e-01 +9.537535e+02 +2.877863e+02     Pix  6 23
+2.834361e-03 +7.657507e-01 +9.924449e+02 +2.831887e+02     Pix  6 24
+2.918824e-03 +8.132988e-01 +9.619477e+02 +3.056904e+02     Pix  6 25
+2.915041e-03 +7.810878e-01 +9.880743e+02 +2.602887e+02     Pix  6 26
+3.030772e-03 +8.648123e-01 +9.505201e+02 +3.234175e+02     Pix  6 27
+2.907233e-03 +8.006780e-01 +9.640027e+02 +2.950774e+02     Pix  6 28
+3.069774e-03 +8.648824e-01 +9.355319e+02 +3.039212e+02     Pix  6 29
+3.122456e-03 +8.958998e-01 +9.208325e+02 +3.502055e+02     Pix  6 30
+2.896922e-03 +8.271179e-01 +9.672396e+02 +2.954987e+02     Pix  6 31
+3.065066e-03 +9.160155e-01 +9.206707e+02 +3.188856e+02     Pix  6 32
+3.000984e-03 +8.486395e-01 +9.569226e+02 +3.164386e+02     Pix  6 33
+2.936897e-03 +8.210714e-01 +9.572527e+02 +2.856925e+02     Pix  6 34
+2.925848e-03 +8.174807e-01 +9.543715e+02 +2.876775e+02     Pix  6 35
+2.902426e-03 +8.452227e-01 +9.664402e+02 +3.065803e+02     Pix  6 36
+2.940678e-03 +8.257584e-01 +9.611965e+02 +2.903241e+02     Pix  6 37
+2.810536e-03 +8.175443e-01 +9.737408e+02 +2.695110e+02     Pix  6 38
+2.811651e-03 +7.918967e-01 +9.925985e+02 +2.816107e+02     Pix  6 39
+2.925825e-03 +8.597378e-01 +9.500566e+02 +3.030668e+02     Pix  6 40
+2.695979e-03 +7.270809e-01 +1.003781e+03 +2.332263e+02     Pix  6 41
+2.910185e-03 +8.044483e-01 +9.748093e+02 +3.005199e+02     Pix  6 42
+2.972278e-03 +8.442238e-01 +9.484758e+02 +3.075741e+02     Pix  6 43
+3.054506e-03 +9.089161e-01 +9.179956e+02 +3.184401e+02     Pix  6 44
+2.970924e-03 +8.870879e-01 +9.367775e+02 +3.268862e+02     Pix  6 45
+2.806863e-03 +7.959912e-01 +9.882466e+02 +2.561080e+02     Pix  6 46
+2.918927e-03 +8.707146e-01 +9.345581e+02 +2.926600e+02     Pix  6 47
+2.818184e-03 +8.119487e-01 +9.801779e+02 +2.900936e+02     Pix  6 48
+2.911877e-03 +8.234985e-01 +9.536794e+02 +2.911959e+02     Pix  6 49
+2.804656e-03 +7.841099e-01 +9.867851e+02 +2.556012e+02     Pix  6 50
+2.765316e-03 +7.851305e-01 +9.928153e+02 +2.778828e+02     Pix  6 51
+2.658778e-03 +7.652750e-01 +1.007877e+03 +2.374105e+02     Pix  6 52
+2.939491e-03 +9.005778e-01 +9.237326e+02 +3.028008e+02     Pix  6 53
+3.094675e-03 +9.639797e-01 +8.860196e+02 +3.881725e+02     Pix  6 54
+2.956831e-03 +8.709780e-01 +9.412584e+02 +3.042092e+02     Pix  6 55
+2.785728e-03 +8.322656e-01 +9.541071e+02 +2.861310e+02     Pix  6 56
+2.747881e-03 +8.273567e-01 +9.721371e+02 +2.980447e+02     Pix  6 57
+2.768025e-03 +8.100594e-01 +9.769478e+02 +2.696441e+02     Pix  6 58
+2.846371e-03 +8.121089e-01 +9.525481e+02 +2.926046e+02     Pix  6 59
+2.779285e-03 +8.119404e-01 +9.811328e+02 +2.951144e+02     Pix  6 60
+2.778534e-03 +8.334212e-01 +9.581964e+02 +2.847246e+02     Pix  6 61
+2.825028e-03 +8.288125e-01 +9.654461e+02 +2.673846e+02     Pix  6 62
+2.633527e-03 +8.129526e-01 +9.975259e+02 +2.684594e+02     Pix  6 63
+2.845591e-03 +8.208259e-01 +9.528040e+02 +2.880977e+02     Pix  6 64
+2.785916e-03 +7.979034e-01 +9.643926e+02 +2.619833e+02     Pix  6 65
+2.566937e-03 +7.782391e-01 +1.013168e+03 +2.597656e+02     Pix  6 66
+2.697588e-03 +8.052595e-01 +9.774826e+02 +2.660975e+02     Pix  6 67
+2.665132e-03 +7.951082e-01 +9.830257e+02 +2.538764e+02     Pix  6 68
+2.589459e-03 +7.756783e-01 +1.005812e+03 +2.631207e+02     Pix  6 69
+2.599312e-03 +7.521912e-01 +9.930127e+02 +2.557787e+02     Pix  6 70
+2.565028e-03 +7.575398e-01 +1.004815e+03 +2.306574e+02     Pix  6 71
+2.483265e-03 +7.123999e-01 +1.038673e+03 +2.392184e+02     Pix  6 72
+2.581749e-03 +7.702852e-01 +9.904633e+02 +2.539708e+02     Pix  6 73
+2.613691e-03 +7.599562e-01 +9.925028e+02 +2.525729e+02     Pix  6 74
+2.661903e-03 +8.354356e-01 +9.520746e+02 +3.235114e+02     Pix  6 75
+2.582553e-03 +7.736157e-01 +9.884583e+02 +2.607781e+02     Pix  6 76
+2.533677e-03 +7.571274e-01 +9.937542e+02 +2.472222e+02     Pix  6 77
+2.650090e-03 +8.048956e-01 +9.643153e+02 +3.132186e+02     Pix  6 78
+2.556910e-03 +7.497533e-01 +1.006878e+03 +2.577364e+02     Pix  6 79
+3.116544e-03 +8.859761e-01 +9.342933e+02 +3.747733e+02     Pix  7  0
+3.006357e-03 +8.741865e-01 +9.610383e+02 +3.127052e+02     Pix  7  1
+2.915708e-03 +8.275627e-01 +9.798265e+02 +2.958627e+02     Pix  7  2
+2.969841e-03 +8.394286e-01 +9.823463e+02 +3.159715e+02     Pix  7  3
+2.982347e-03 +8.755786e-01 +9.452441e+02 +3.284473e+02     Pix  7  4
+3.034748e-03 +8.599754e-01 +9.410662e+02 +3.208302e+02     Pix  7  5
+2.944763e-03 +8.223688e-01 +9.723524e+02 +3.334676e+02     Pix  7  6
+3.133145e-03 +8.905813e-01 +9.271679e+02 +3.463210e+02     Pix  7  7
+3.063614e-03 +8.831415e-01 +9.467867e+02 +3.203484e+02     Pix  7  8
+3.054683e-03 +8.653806e-01 +9.465204e+02 +3.326277e+02     Pix  7  9
+3.281819e-03 +9.889605e-01 +8.752307e+02 +3.982780e+02     Pix  7 10
+3.069589e-03 +8.550249e-01 +9.382533e+02 +3.118587e+02     Pix  7 11
+2.995325e-03 +8.661521e-01 +9.593598e+02 +3.294076e+02     Pix  7 12
+2.904654e-03 +8.370700e-01 +9.733804e+02 +3.025658e+02     Pix  7 13
+3.143356e-03 +9.298170e-01 +9.105961e+02 +3.442297e+02     Pix  7 14
+3.093842e-03 +8.704742e-01 +9.338570e+02 +3.440222e+02     Pix  7 15
+2.962968e-03 +8.399750e-01 +9.632798e+02 +3.066785e+02     Pix  7 16
+3.153751e-03 +8.947042e-01 +9.131273e+02 +3.335562e+02     Pix  7 17
+3.047005e-03 +8.877788e-01 +9.497372e+02 +3.384068e+02     Pix  7 18
+2.955729e-03 +8.405174e-01 +9.718354e+02 +3.046877e+02     Pix  7 19
+3.061053e-03 +8.509468e-01 +9.504408e+02 +2.934777e+02     Pix  7 20
+3.155236e-03 +9.156987e-01 +9.153074e+02 +3.649395e+02     Pix  7 21
+2.998527e-03 +8.498321e-01 +9.616477e+02 +3.118631e+02     Pix  7 22
+3.090323e-03 +8.818752e-01 +9.397234e+02 +3.021221e+02     Pix  7 23
+3.038779e-03 +9.053674e-01 +9.344122e+02 +3.453689e+02     Pix  7 24
+3.210225e-03 +9.837322e-01 +8.882158e+02 +3.867177e+02     Pix  7 25
+2.924104e-03 +8.450146e-01 +9.586045e+02 +2.896352e+02     Pix  7 26
+2.967921e-03 +8.643080e-01 +9.618795e+02 +3.165668e+02     Pix  7 27
+3.126875e-03 +9.035604e-01 +9.208785e+02 +3.552574e+02     Pix  7 28
+3.014340e-03 +8.736827e-01 +9.484339e+02 +2.971229e+02     Pix  7 29
+3.093540e-03 +8.760937e-01 +9.256061e+02 +3.608134e+02     Pix  7 30
+2.966468e-03 +8.586610e-01 +9.550184e+02 +3.208011e+02     Pix  7 31
+3.043671e-03 +8.370549e-01 +9.435594e+02 +3.029819e+02     Pix  7 32
+3.101746e-03 +8.925456e-01 +9.303853e+02 +3.454270e+02     Pix  7 33
+3.012780e-03 +8.853052e-01 +9.420278e+02 +3.240722e+02     Pix  7 34
+3.148361e-03 +8.973378e-01 +9.172200e+02 +3.233748e+02     Pix  7 35
+3.035551e-03 +8.686636e-01 +9.401532e+02 +3.338865e+02     Pix  7 36
+2.926763e-03 +8.301887e-01 +9.679352e+02 +3.009667e+02     Pix  7 37
+2.979114e-03 +8.433530e-01 +9.606663e+02 +2.832057e+02     Pix  7 38
+2.987579e-03 +8.534797e-01 +9.420827e+02 +3.333299e+02     Pix  7 39
+3.085919e-03 +8.817129e-01 +9.320064e+02 +3.426369e+02     Pix  7 40
+3.029159e-03 +8.329389e-01 +9.441557e+02 +2.979684e+02     Pix  7 41
+3.026047e-03 +8.843361e-01 +9.353399e+02 +3.456927e+02     Pix  7 42
+3.289289e-03 +1.066687e+00 +8.522911e+02 +4.214477e+02     Pix  7 43
+3.009414e-03 +8.538171e-01 +9.395919e+02 +3.130541e+02     Pix  7 44
+2.963309e-03 +8.616620e-01 +9.491630e+02 +3.288816e+02     Pix  7 45
+2.954922e-03 +8.763094e-01 +9.473935e+02 +3.003032e+02     Pix  7 46
+2.812891e-03 +7.880318e-01 +9.974837e+02 +2.493623e+02     Pix  7 47
+2.809193e-03 +8.213088e-01 +9.860856e+02 +2.920099e+02     Pix  7 48
+2.862319e-03 +8.161737e-01 +9.672588e+02 +2.861166e+02     Pix  7 49
+2.964176e-03 +8.683362e-01 +9.514764e+02 +2.925478e+02     Pix  7 50
+2.845313e-03 +8.391885e-01 +9.833919e+02 +2.900126e+02     Pix  7 51
+2.934249e-03 +9.299440e-01 +9.333373e+02 +3.141594e+02     Pix  7 52
+2.910099e-03 +8.521747e-01 +9.577645e+02 +2.836629e+02     Pix  7 53
+2.957078e-03 +8.655525e-01 +9.526662e+02 +3.214324e+02     Pix  7 54
+2.759589e-03 +7.985062e-01 +9.818727e+02 +2.730590e+02     Pix  7 55
+2.949165e-03 +8.821317e-01 +9.410760e+02 +3.036237e+02     Pix  7 56
+2.811878e-03 +8.384935e-01 +9.787809e+02 +2.962196e+02     Pix  7 57
+2.839573e-03 +7.946482e-01 +9.825683e+02 +2.690157e+02     Pix  7 58
+2.757851e-03 +7.925505e-01 +1.005434e+03 +2.398805e+02     Pix  7 59
+2.729750e-03 +7.785069e-01 +9.964752e+02 +2.807369e+02     Pix  7 60
+2.778138e-03 +8.252851e-01 +9.775803e+02 +2.704710e+02     Pix  7 61
+2.895365e-03 +8.301607e-01 +9.625061e+02 +2.838086e+02     Pix  7 62
+2.714965e-03 +8.101024e-01 +9.844354e+02 +2.917611e+02     Pix  7 63
+2.886136e-03 +8.881315e-01 +9.434868e+02 +2.984975e+02     Pix  7 64
+2.623903e-03 +7.418188e-01 +1.024033e+03 +2.187092e+02     Pix  7 65
+2.799867e-03 +8.270210e-01 +9.795122e+02 +2.949618e+02     Pix  7 66
+2.839486e-03 +8.321190e-01 +9.597754e+02 +2.854230e+02     Pix  7 67
+2.663198e-03 +7.977076e-01 +9.935814e+02 +2.497149e+02     Pix  7 68
